Time (s),Raw Altitude (m),Filtered Altitude (m),Speed (m/s),Z Acceleration (m/s^2),Events,Actions
51.65,597.82,598.65,-14.27,-11.48,"",""
51.70,597.54,598.06,-11.92,47.00,"",""
51.75,597.38,597.59,-9.46,49.20,"",""
51.80,597.03,597.15,-8.78,13.52,"",""
51.85,596.60,596.71,-8.76,0.40,"",""
51.90,596.50,596.37,-6.77,39.93,"",""
51.95,596.40,596.11,-5.30,29.38,"",""
52.00,596.33,595.90,-4.04,25.15,"",""
52.05,596.56,595.84,-1.32,54.40,"",""
52.10,596.71,595.85,0.19,30.26,"",""
52.15,596.68,595.86,0.21,0.42,"",""
52.20,596.68,595.88,0.40,3.65,"",""
52.25,596.91,595.97,1.90,30.04,"",""
52.30,596.80,596.02,0.95,-18.96,"",""
52.35,596.75,596.05,0.60,-7.02,"",""
52.40,596.53,596.02,-0.69,-25.79,"",""
52.45,596.54,596.00,-0.27,8.43,"",""
52.50,596.25,595.91,-1.77,-29.96,"",""
52.55,596.28,595.87,-0.96,16.22,"",""
52.60,596.05,595.77,-1.92,-19.38,"",""
52.65,595.54,595.55,-4.32,-47.97,"",""
52.70,595.18,595.29,-5.19,-17.34,"",""
52.75,594.96,595.04,-4.99,4.06,"",""
52.80,594.75,594.81,-4.78,4.22,"",""
52.85,594.47,594.55,-5.04,-5.28,"",""
52.90,594.27,594.32,-4.75,5.74,"",""
52.95,594.21,594.13,-3.70,21.04,"",""
53.00,593.77,593.87,-5.21,-30.12,"",""
53.05,593.28,593.54,-6.62,-28.16,"",""
53.10,593.07,593.24,-5.97,12.93,"",""
53.15,592.81,592.95,-5.79,3.58,"",""
53.20,592.40,592.62,-6.56,-15.32,"",""
53.25,592.06,592.29,-6.70,-2.81,"",""
53.30,592.01,592.04,-5.06,32.80,"",""
53.35,591.73,591.78,-5.23,-3.42,"",""
53.40,591.39,591.49,-5.71,-9.71,"",""
53.45,590.96,591.16,-6.61,-17.92,"",""
53.50,590.73,590.86,-6.07,10.86,"",""
53.55,590.44,590.55,-6.02,0.84,"",""
53.60,590.43,590.34,-4.31,34.25,"",""
53.65,590.19,590.12,-4.43,-2.39,"",""
53.70,589.93,589.89,-4.64,-4.18,"",""
53.75,589.80,589.68,-4.01,12.50,"",""
53.80,589.40,589.43,-5.18,-23.22,"",""
53.85,589.18,589.18,-4.95,4.50,"",""
53.90,589.10,588.98,-3.95,20.11,"",""
53.95,589.02,588.82,-3.21,14.78,"",""
54.00,588.79,588.64,-3.56,-7.17,"",""
54.05,588.64,588.48,-3.35,4.27,"",""
54.10,588.61,588.35,-2.48,17.49,"",""
54.15,588.38,588.20,-3.04,-11.19,"",""
54.20,587.93,587.96,-4.77,-34.70,"",""
54.25,587.73,587.73,-4.55,4.44,"",""
54.30,587.55,587.52,-4.27,5.67,"",""
54.35,587.58,587.38,-2.80,29.37,"",""
54.40,587.10,587.14,-4.78,-39.62,"",""
54.45,586.29,586.73,-8.22,-68.78,"",""
54.50,585.98,586.34,-7.74,9.46,"",""
54.55,585.88,586.04,-6.13,32.28,"",""
54.60,586.00,585.86,-3.62,50.24,"",""
54.65,585.78,585.67,-3.81,-3.83,"",""
54.70,585.81,585.54,-2.45,27.14,"",""
54.75,585.60,585.40,-2.90,-8.88,"",""
54.80,585.81,585.36,-0.71,43.79,"",""
54.85,585.72,585.32,-0.90,-3.87,"",""
54.90,585.98,585.37,1.05,39.02,"",""
54.95,585.58,585.30,-1.48,-50.64,"",""
55.00,585.22,585.14,-3.11,-32.61,"",""
55.05,584.79,584.90,-4.73,-32.45,"",""
55.10,583.96,584.49,-8.33,-71.87,"",""
55.15,583.67,584.10,-7.73,12.01,"",""
55.20,583.01,583.63,-9.50,-35.42,"",""
55.25,583.14,583.32,-6.05,68.90,"",""
55.30,582.82,583.01,-6.21,-3.18,"",""
55.35,582.28,582.63,-7.65,-28.68,"",""
55.40,581.84,582.23,-8.10,-9.02,"",""
55.45,581.11,581.72,-10.16,-41.33,"",""
55.50,581.26,581.40,-6.40,75.34,"",""
55.55,581.35,581.20,-3.98,48.36,"",""
55.60,581.17,581.01,-3.82,3.18,"",""
55.65,580.67,580.73,-5.63,-36.10,"",""
55.70,580.25,580.40,-6.47,-16.99,"",""
55.75,579.66,580.00,-8.12,-32.87,"",""
55.80,579.21,579.57,-8.48,-7.31,"",""
55.85,579.27,579.29,-5.69,55.93,"",""
55.90,578.39,578.82,-9.27,-71.59,"",""
55.95,577.87,578.34,-9.74,-9.41,"",""
56.00,577.22,577.80,-10.86,-22.39,"",""
56.05,576.93,577.32,-9.51,26.89,"",""
56.10,576.58,576.88,-8.88,12.73,"",""
56.15,576.51,576.54,-6.72,43.08,"",""
56.20,576.43,576.28,-5.19,30.55,"",""
56.25,575.94,575.95,-6.53,-26.74,"",""
56.30,575.63,575.63,-6.44,1.90,"",""
56.35,575.22,575.28,-6.97,-10.60,"",""
56.40,575.25,575.05,-4.71,45.01,"",""
56.45,574.80,574.75,-5.94,-24.50,"",""
56.50,574.38,574.42,-6.66,-14.47,"",""
56.55,574.16,574.12,-6.00,13.35,"",""
56.60,573.80,573.80,-6.34,-6.97,"",""
56.65,573.38,573.45,-6.96,-12.34,"",""
56.70,572.98,573.09,-7.29,-6.67,"",""
56.75,572.52,572.69,-7.90,-12.08,"",""
56.80,572.19,572.31,-7.56,6.75,"",""
56.85,571.78,571.93,-7.79,-4.58,"",""
56.90,571.62,571.60,-6.46,26.67,"",""
56.95,571.32,571.29,-6.31,2.84,"",""
57.00,570.92,570.95,-6.81,-9.91,"",""
57.05,570.89,570.70,-4.95,37.10,"",""
57.10,570.43,570.39,-6.17,-24.32,"",""
57.15,569.87,570.01,-7.67,-29.93,"",""
57.20,569.57,569.65,-7.21,9.19,"",""
57.25,569.25,569.30,-6.99,4.39,"",""
57.30,568.80,568.92,-7.61,-12.35,"",""
57.35,568.62,568.59,-6.44,23.34,"",""
57.40,568.14,568.23,-7.38,-18.81,"",""
57.45,567.89,567.89,-6.69,13.77,"",""
57.50,567.54,567.55,-6.78,-1.86,"",""
57.55,567.30,567.24,-6.19,11.84,"",""
57.60,566.70,566.85,-7.92,-34.50,"",""
57.65,566.17,566.41,-8.77,-16.97,"",""
57.70,565.66,565.94,-9.27,-10.03,"",""
57.75,565.29,565.50,-8.79,9.50,"",""
57.80,565.10,565.14,-7.36,28.67,"",""
57.85,564.91,564.82,-6.30,21.13,"",""
57.90,564.74,564.55,-5.41,17.94,"",""
57.95,564.83,564.39,-3.19,44.36,"",""
58.00,564.55,564.20,-3.78,-11.85,"",""
58.05,564.18,563.97,-4.76,-19.64,"",""
58.10,563.19,563.50,-9.21,-88.94,"",""
58.15,563.23,563.19,-6.30,58.16,"",""
58.20,562.86,562.86,-6.62,-6.35,"",""
58.25,562.96,562.66,-4.03,51.72,"",""
58.30,562.21,562.30,-7.23,-63.99,"",""
58.35,561.54,561.84,-9.11,-37.52,"",""
58.40,561.20,561.41,-8.51,12.05,"",""
58.45,560.94,561.04,-7.58,18.54,"",""
58.50,560.60,560.67,-7.37,4.09,"",""
58.55,560.00,560.23,-8.78,-28.16,"",""
58.60,559.69,559.82,-8.08,14.12,"",""
58.65,559.49,559.48,-6.89,23.65,"",""
58.70,559.10,559.12,-7.16,-5.38,"",""
58.75,558.72,558.76,-7.30,-2.76,"",""
58.80,558.28,558.37,-7.76,-9.22,"",""
58.85,557.90,557.98,-7.74,0.43,"",""
58.90,557.17,557.49,-9.82,-41.65,"",""
58.95,556.91,557.06,-8.53,25.81,"",""
59.00,556.65,556.68,-7.58,19.07,"",""
59.05,555.97,556.22,-9.40,-36.34,"",""
59.10,555.12,555.63,-11.75,-47.10,"",""
59.15,554.15,554.92,-14.20,-48.94,"",""
59.20,553.28,554.15,-15.39,-23.82,"",""
59.25,552.76,553.44,-14.15,24.72,"",""
59.30,552.34,552.81,-12.63,30.43,"",""
59.35,551.81,552.20,-12.16,9.37,"",""
59.40,551.68,551.73,-9.41,55.03,"",""
59.45,551.29,551.28,-8.94,9.36,"",""
59.50,551.07,550.90,-7.58,27.30,"",""
59.55,550.69,550.53,-7.53,0.86,"",""
59.60,550.83,550.31,-4.39,62.98,"",""
59.65,550.79,550.15,-3.15,24.64,"",""
59.70,551.41,550.24,1.70,97.16,"",""
59.75,551.50,550.34,2.09,7.62,"",""
59.80,551.86,550.54,3.97,37.65,"",""
59.85,550.88,550.40,-2.71,-133.48,"",""
59.90,551.46,550.49,1.73,88.70,"",""
59.95,551.71,550.64,3.00,25.45,"",""
60.00,551.64,550.74,2.00,-19.99,"",""
60.05,551.42,550.76,0.35,-33.01,"",""
60.10,550.38,550.47,-5.80,-122.93,"",""
60.15,549.83,550.10,-7.38,-31.75,"",""
60.20,549.97,549.88,-4.41,59.49,"",""
60.25,549.36,549.54,-6.72,-46.20,"",""
60.30,549.35,549.30,-4.82,38.02,"",""
60.35,548.80,548.97,-6.66,-36.80,"",""
60.40,548.14,548.53,-8.67,-40.26,"",""
60.45,547.49,548.03,-10.09,-28.34,"",""
60.50,546.94,547.50,-10.52,-8.71,"",""
60.55,546.29,546.93,-11.44,-18.24,"",""
60.60,545.76,546.36,-11.38,1.16,"",""
60.65,545.87,545.99,-7.49,77.85,"",""
60.70,544.49,545.31,-13.56,-121.40,"",""
60.75,543.48,544.52,-15.80,-44.79,"",""
60.80,542.41,543.63,-17.79,-39.88,"",""
60.85,541.40,542.69,-18.88,-21.80,"",""
60.90,540.58,541.76,-18.52,7.15,"",""
60.95,539.99,540.92,-16.86,33.24,"",""
61.00,539.57,540.19,-14.60,45.18,"",""
61.05,539.02,539.50,-13.71,17.89,"",""
61.10,538.48,538.85,-12.98,14.53,"",""
61.15,537.96,538.24,-12.32,13.23,"",""
61.20,537.81,537.76,-9.61,54.24,"",""
61.25,537.60,537.36,-7.97,32.75,"",""
61.30,537.42,537.03,-6.59,27.65,"",""
61.35,537.26,536.76,-5.45,22.65,"",""
61.40,537.53,536.66,-2.05,68.13,"",""
61.45,537.66,536.64,-0.39,33.13,"",""
61.50,537.43,536.57,-1.35,-19.11,"",""
61.55,537.50,536.56,-0.26,21.64,"",""
61.60,537.49,536.56,0.04,6.05,"",""
61.65,537.13,536.47,-1.85,-37.84,"",""
61.70,537.30,536.46,-0.08,35.51,"",""
61.75,537.47,536.52,1.22,25.90,"",""
61.80,537.31,536.53,0.18,-20.81,"",""
61.85,536.26,536.23,-5.94,-122.38,"",""
61.90,536.08,535.97,-5.23,14.21,"",""
61.95,536.07,535.79,-3.69,30.84,"",""
62.00,535.29,535.43,-7.18,-69.77,"",""
62.05,534.69,535.00,-8.67,-29.76,"",""
62.10,534.66,534.68,-6.34,46.57,"",""
62.15,533.99,534.26,-8.46,-42.48,"",""
62.20,533.59,533.84,-8.40,1.18,"",""
62.25,533.00,533.36,-9.50,-21.85,"",""
62.30,532.53,532.88,-9.58,-1.59,"",""
62.35,531.72,532.30,-11.67,-41.86,"",""
62.40,530.97,531.66,-12.84,-23.46,"",""
62.45,530.28,530.99,-13.33,-9.87,"",""
62.50,529.63,530.32,-13.45,-2.25,"",""
62.55,529.11,529.68,-12.74,14.16,"",""
62.60,528.74,529.11,-11.31,28.61,"",""
62.65,528.38,528.61,-10.19,22.40,"",""
62.70,528.29,528.22,-7.74,48.98,"",""
62.75,528.42,527.99,-4.62,62.47,"",""
62.80,528.52,527.86,-2.50,42.29,"",""
62.85,528.56,527.80,-1.31,23.75,"",""
62.90,528.70,527.80,0.15,29.26,"",""
62.95,528.64,527.80,0.01,-2.72,"",""
63.00,528.57,527.80,-0.16,-3.47,"",""
63.05,528.27,527.71,-1.68,-30.40,"",""
63.10,528.98,527.88,3.25,98.62,"",""
63.15,528.72,527.93,1.05,-44.08,"",""
63.20,528.43,527.89,-0.77,-36.33,"",""
63.25,527.59,527.62,-5.42,-92.94,"",""
63.30,527.68,527.46,-3.26,43.13,"",""
63.35,526.64,527.03,-8.45,-103.89,"",""
63.40,526.45,526.67,-7.18,25.57,"",""
63.45,526.07,526.31,-7.37,-3.89,"",""
63.50,525.68,525.93,-7.57,-3.99,"",""
63.55,525.37,525.57,-7.23,6.74,"",""
63.60,525.47,525.34,-4.52,54.23,"",""
63.65,524.80,524.98,-7.15,-52.48,"",""
63.70,524.51,524.64,-6.80,6.98,"",""
63.75,524.29,524.34,-6.12,13.59,"",""
63.80,523.23,523.80,-10.66,-90.77,"",""
63.85,522.68,523.26,-10.93,-5.50,"",""
63.90,521.70,522.57,-13.70,-55.47,"",""
63.95,520.84,521.82,-15.01,-26.20,"",""
64.00,520.61,521.21,-12.18,56.60,"",""
64.05,520.14,520.64,-11.53,13.10,"",""
64.10,519.53,520.04,-11.88,-6.99,"",""
64.15,519.21,519.52,-10.39,29.81,"",""
64.20,518.99,519.09,-8.69,34.06,"",""
64.25,518.75,518.71,-7.55,22.73,"",""
64.30,518.54,518.38,-6.53,20.34,"",""
64.35,517.92,517.97,-8.25,-34.27,"",""
64.40,517.73,517.62,-6.93,26.37,"",""
64.45,517.75,517.39,-4.70,44.60,"",""
64.50,517.92,517.28,-2.16,50.75,"",""
64.55,518.53,517.40,2.34,89.99,"",""
64.60,518.73,517.56,3.18,16.75,"",""
64.65,518.81,517.71,3.06,-2.43,"",""
64.70,519.08,517.91,4.09,20.66,"",""
64.75,519.08,518.08,3.21,-17.54,"",""
64.80,519.19,518.24,3.21,-0.04,"",""
64.85,519.43,518.43,3.97,15.27,"",""
64.90,518.89,518.43,-0.16,-82.66,"",""
64.95,518.27,518.24,-3.69,-70.66,"",""
65.00,517.89,518.00,-4.86,-23.27,"",""
65.05,517.39,517.68,-6.43,-31.51,"",""
65.10,517.42,517.46,-4.41,40.47,"",""
65.15,517.24,517.25,-4.18,4.63,"",""
65.20,516.38,516.84,-8.09,-78.18,"",""
65.25,515.46,516.28,-11.32,-64.66,"",""
65.30,514.71,515.64,-12.67,-26.99,"",""
65.35,514.20,515.03,-12.21,9.21,"",""
65.40,513.35,514.34,-13.90,-33.75,"",""
65.45,512.04,513.44,-17.88,-79.76,"",""
65.50,511.26,512.56,-17.62,5.28,"",""
65.55,510.58,511.72,-16.81,16.30,"",""
65.60,510.51,511.10,-12.53,85.57,"",""
65.65,510.19,510.55,-10.86,33.24,"",""
65.70,509.92,510.09,-9.33,30.61,"",""
65.75,509.70,509.69,-7.90,28.60,"",""
65.80,509.31,509.30,-7.87,0.67,"",""
65.85,508.73,508.85,-8.99,-22.31,"",""
65.90,508.56,508.48,-7.35,32.80,"",""
65.95,508.15,508.10,-7.58,-4.66,"",""
66.00,508.44,507.93,-3.55,80.55,"",""
66.05,508.73,507.90,-0.59,59.19,"",""
66.10,509.05,507.98,1.76,46.95,"",""
66.15,509.87,508.31,6.47,94.26,"",""
66.20,510.22,508.66,7.10,12.56,"",""
66.25,509.83,508.82,3.10,-80.04,"",""
66.30,509.83,508.94,2.47,-12.49,"",""
66.35,509.61,508.97,0.68,-35.89,"",""
66.40,509.03,508.83,-2.82,-69.84,"",""
66.45,508.94,508.71,-2.45,7.27,"",""
66.50,509.39,508.76,1.05,70.09,"",""
66.55,508.40,508.51,-5.02,-121.35,"",""
66.60,508.57,508.39,-2.52,49.82,"",""
66.65,508.01,508.13,-5.07,-50.95,"",""
66.70,507.67,507.85,-5.63,-11.10,"",""
66.75,507.15,507.50,-7.11,-29.72,"",""
66.80,506.88,507.16,-6.70,8.21,"",""
66.85,506.53,506.82,-6.88,-3.46,"",""
66.90,505.80,506.35,-9.28,-48.06,"",""
66.95,505.07,505.80,-11.04,-35.24,"",""
67.00,504.06,505.10,-14.01,-59.34,"",""
67.05,503.08,504.30,-16.00,-39.79,"",""
67.10,501.70,503.31,-19.84,-76.94,"",""
67.15,500.92,502.36,-19.05,15.82,"",""
67.20,500.63,501.58,-15.51,70.91,"",""
67.25,500.59,501.01,-11.38,82.55,"",""
67.30,500.48,500.57,-8.75,52.56,"",""
67.35,500.50,500.27,-6.04,54.36,"",""
67.40,500.47,500.05,-4.34,33.98,"",""
67.45,500.05,499.78,-5.43,-21.89,"",""
67.50,499.86,499.54,-4.86,11.38,"",""
67.55,499.33,499.22,-6.49,-32.51,"",""
67.60,498.88,498.86,-7.21,-14.39,"",""
67.65,498.43,498.47,-7.74,-10.61,"",""
67.70,498.15,498.11,-7.11,12.59,"",""
67.75,497.76,497.75,-7.30,-3.93,"",""
67.80,497.72,497.48,-5.35,39.10,"",""
67.85,497.90,497.35,-2.59,55.13,"",""
67.90,498.25,497.37,0.45,60.85,"",""
67.95,498.49,497.47,2.02,31.36,"",""
68.00,498.55,497.58,2.08,1.19,"",""
68.05,498.83,497.75,3.43,26.97,"",""
68.10,498.84,497.89,2.78,-12.87,"",""
68.15,498.97,498.04,3.01,4.62,"",""
68.20,498.92,498.14,2.09,-18.49,"",""
68.25,498.44,498.08,-1.19,-65.47,"",""
68.30,498.31,498.01,-1.50,-6.35,"",""
68.35,498.06,497.89,-2.46,-19.18,"",""
68.40,497.75,497.71,-3.53,-21.39,"",""
68.45,497.30,497.45,-5.16,-32.57,"",""
68.50,497.38,497.29,-3.18,39.65,"",""
68.55,497.23,497.14,-3.10,1.59,"",""
68.60,496.65,496.86,-5.62,-50.46,"",""
68.65,496.15,496.51,-7.00,-27.52,"",""
68.70,495.96,496.20,-6.14,17.04,"",""
68.75,495.90,495.96,-4.73,28.23,"",""
68.80,495.70,495.74,-4.53,4.02,"",""
68.85,495.08,495.39,-6.90,-47.43,"",""
68.90,494.49,494.97,-8.47,-31.25,"",""
68.95,494.02,494.52,-8.89,-8.47,"",""
69.00,493.82,494.14,-7.57,26.32,"",""
69.05,493.13,493.67,-9.54,-39.31,"",""
69.10,492.61,493.17,-9.96,-8.39,"",""
69.15,492.09,492.66,-10.26,-6.01,"",""
69.20,491.55,492.13,-10.59,-6.65,"",""
69.25,491.19,491.64,-9.75,16.88,"",""
69.30,490.86,491.19,-8.94,16.18,"",""
69.35,490.57,490.79,-8.10,16.83,"",""
69.40,490.05,490.35,-8.85,-15.13,"",""
69.45,489.92,489.99,-7.07,35.74,"",""
69.50,489.81,489.71,-5.63,28.76,"",""
69.55,489.79,489.51,-4.03,31.96,"",""
69.60,489.48,489.28,-4.60,-11.34,"",""
69.65,489.27,489.06,-4.42,3.58,"",""
69.70,488.97,488.82,-4.83,-8.23,"",""
69.75,488.77,488.59,-4.53,5.89,"",""
69.80,488.55,488.37,-4.44,1.88,"",""
69.85,488.38,488.16,-4.07,7.33,"",""
69.90,488.40,488.03,-2.67,28.13,"",""
69.95,488.22,487.89,-2.84,-3.39,"",""
70.00,488.11,487.76,-2.55,5.80,"",""
70.05,487.84,487.60,-3.30,-15.04,"",""
70.10,487.66,487.43,-3.32,-0.36,"",""
